Company,Industry,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Short Description,Founded Year
UnitedHealth Group,Health care and well-being,https://www.unitedhealthgroup.com/,https://www.linkedin.com/company/unitedhealth-group,https://www.facebook.com/unitedhealthgroup/,https://twitter.com/unitedhealthgrp,9900 Bren Rd E,Hopkins,Minnesota,United States,55343-9664,"P.O. Box 1459, Minnetonka, Minnesota 55440-1459","Health insurance, health benefits, health care services",1-800-328-5979,UnitedHealth Group helps people live healthier lives and helps make the health system work better for everyone.,"UnitedHealth Group is dedicated to making health care work better through its diverse team and commitment to improving health care access, affordability, outcomes, and experiences.",info not available
United Talent Agency,entertainment,http://www.unitedtalent.com,http://www.linkedin.com/company/unitedtalent,https://facebook.com/UnitedTalent/,https://twitter.com/unitedtalent,9336 Civic Center Drive,Beverly Hills,California,United States,90210,"9336 Civic Center Drive, Beverly Hills, California, United States, 90210","games, consumer internet, internet, information technology, talent representation & entertainment",'+1 310-273-6700,,"UTA unites ideas, opportunities and talent. The company represents some of the world's most iconic, barrier-breaking artists, creators and changemakers—from actors, athletes and musicians to writers, gamers and digital influencers. One of the most influential companies in global entertainment, UTA's business spans talent representation and content production, as well as strategic advisory and marketing work with some of the world's biggest brands. UTA is headquartered in Los Angeles with offices in Atlanta, Chicago, Nashville, New York and London.",1991.0
United Talent,Unclassified Establishments,https://www.unitedtalent.com/,https://www.linkedin.com/company/unitedtalent,https://www.facebook.com/UnitedTalent/,https://twitter.com/unitedtalent?lang=en,"1401 Peachtree St NE, Suite 400",Atlanta,GA,USA,30309,"1401 Peachtree St NE, Suite 400 Atlanta, GA 30309","Unclassified, Unknown Industry",+1 (470) 468-5899,Information not available,Information not available,info not available
United Talent,Unclassified Establishments,https://www.unitedtalent.com/,https://www.linkedin.com/company/unitedtalent,https://www.facebook.com/UnitedTalent/,https://twitter.com/unitedtalent?lang=en,"1401 Peachtree St NE, Suite 400",Atlanta,GA,USA,30309,"1401 Peachtree St NE, Suite 400 Atlanta, GA 30309","Unclassified, Unknown Industry",+1 (470) 468-5899,info not available,info not available,info not available
United Talent,Unclassified Establishments,https://www.unitedtalent.com/,https://www.linkedin.com/company/unitedtalent,https://www.facebook.com/UnitedTalent/,https://twitter.com/unitedtalent?lang=en,"1401 Peachtree St NE, Suite 400",Atlanta,GA,USA,30309,"1401 Peachtree St NE, Suite 400 Atlanta, GA 30309","Unclassified, Unknown Industry",+1 (470) 468-5899,info not available,info not available,info not available
United Talent,Unclassified Establishments,https://www.unitedtalent.com/,https://www.linkedin.com/company/unitedtalent,https://www.facebook.com/UnitedTalent/,https://twitter.com/unitedtalent?lang=en,"1401 Peachtree St NE, Suite 400",Atlanta,GA,USA,30309,"1401 Peachtree St NE, Suite 400 Atlanta, GA 30309","Unclassified, Unknown Industry",+1 (470) 468-5899,Information not available,Information not available,info not available
United Talent,Unclassified Establishments,https://www.unitedtalent.com/,https://www.linkedin.com/company/unitedtalent,https://www.facebook.com/UnitedTalent/,https://twitter.com/unitedtalent?lang=en,"1401 Peachtree St NE, Suite 400",Atlanta,GA,USA,30309,"1401 Peachtree St NE, Suite 400 Atlanta, GA 30309","Unclassified, Unknown Industry",+1 (470) 468-5899,Information not available,Information not available,info not available
"United Surgical Partners International, Inc",hospital & health care,http://www.uspi.com,http://www.linkedin.com/company/united-surgical-partners-international-inc,https://facebook.com/UnitedSurgicalPartners/,https://twitter.com/United_Surgical,14201 Dallas Pkwy,Dallas,Texas,United States,75254,"14201 Dallas Pkwy, Dallas, Texas, United States, 75254",,'+1 972-713-3500,,"United Surgical Partners International (USPI), a subsidiary of Tenet Healthcare Corporation (NYSE: THC), operates the largest ambulatory platform in the country. With more than 480+ facilities across the United States, the company serves patients in ambulatory surgery centers and surgical hospitals. For more information, please visit www.uspi.com.

USPI's mission is simple, but the gravity of it is profound. We care for every patient and their family as if they were our own. Each patient, each family, each and every time.",1998.0
"United Surgical Partners International, Inc",Unclassified Establishments,https://uspi.com/home/default.aspx,https://www.linkedin.com/company/united-surgical-partners-international-inc,https://www.facebook.com/UnitedSurgicalPartners/,info not available,14201 Dallas Parkway,Dallas,TX,USA,75254,"14201 Dallas Parkway, Dallas, TX 75254","Unclassified, Unknown Industry",(972) 713-3500,Information not available,Information not available,info not available
"United Surgical Partners International, Inc",Unclassified Establishments,https://uspi.com/home/default.aspx,https://www.linkedin.com/company/united-surgical-partners-international-inc,https://www.facebook.com/UnitedSurgicalPartners/,info not available,14201 Dallas Parkway,Dallas,TX,USA,75254,"14201 Dallas Parkway, Dallas, TX 75254","Unclassified, Unknown Industry",(972) 713-3500,Information not available,Information not available,info not available
"United Surgical Partners International, Inc",Unclassified Establishments,https://uspi.com/home/default.aspx,https://www.linkedin.com/company/united-surgical-partners-international-inc,https://www.facebook.com/UnitedSurgicalPartners/,info not available,14201 Dallas Parkway,Dallas,TX,USA,75254,"14201 Dallas Parkway, Dallas, TX 75254","Unclassified, Unknown Industry",(972) 713-3500,Information not available,Information not available,info not available
"United Surgical Partners International, Inc",Unclassified Establishments,https://uspi.com/home/default.aspx,https://www.linkedin.com/company/united-surgical-partners-international-inc,https://www.facebook.com/UnitedSurgicalPartners/,info not available,14201 Dallas Parkway,Dallas,TX,USA,75254,"14201 Dallas Parkway, Dallas, TX 75254",info not available,(972) 713-3500,Information not available,Information not available,info not available
"United Surgical Partners International, Inc",Unclassified Establishments,https://uspi.com/home/default.aspx,https://www.linkedin.com/company/united-surgical-partners-international-inc,https://www.facebook.com/UnitedSurgicalPartners/,info not available,14201 Dallas Parkway,Dallas,TX,USA,75254,"14201 Dallas Parkway, Dallas, TX 75254","Unclassified, Unknown Industry",(972) 713-3500,Information not available,Information not available,info not available
United Nations Volunteers,international affairs,http://www.unv.org,http://www.linkedin.com/company/united-nations-volunteers,http://www.facebook.com/unvolunteers,,,Bonn,North Rhine-Westphalia,Germany,,"Bonn, North Rhine-Westphalia, Germany","volunteer management, international development, crisis response, humanitarian aid",'+1 202-331-8670,The United Nations Volunteers programme is a United Nations organization that open volunteer opportunities and mobilize volunteers in 150 countries,"United Nations Volunteers (UNV) is the UN organization that contributes to peace and development through volunteerism worldwide. 

Volunteerism is a powerful means of engaging people in tackling development challenges, and it can transform the pace and nature of development. Volunteerism benefits both society at large and the individual volunteer by strengthening trust, solidarity, and reciprocity among citizens, and by purposefully creating opportunities for participation. 

UNV contributes to peace and development by advocating for recognition of volunteers, working with partners to integrate volunteerism into development programming, and mobilizing an increasing number and diversity of volunteers, including experienced UN Volunteers, throughout the world. UNV embraces volunteerism as universal and inclusive, and recognizes volunteerism in its diversity as well as the values that sustain it: free will, commitment, engagement and solidarity. 

Based in Bonn, Germany, UNV is active in around 130 countries every year. UNV, with Field Units in 60 countries, is represented worldwide through the offices of the United Nations Development Programme (UNDP) and reports to the UNDP Executive Board.

Disclaimer: United Nations Volunteers does not guarantee the truthfulness, accuracy, or validity of any comments posted by followers on this profile. Users must not post any content that is obscene, defamatory, profane, libelous, threatening, harassing, abusive, hateful or embarrassing to any person or entity. UNV reserves the right to delete or edit any comments that it considers inappropriate or unacceptable.",1970.0
United Nations Volunteers,Professional Organizations,https://www.unv.org/,https://www.linkedin.com/company/united-nations-volunteers,https://www.facebook.com/unvolunteers/,https://twitter.com/unvolunteers?lang=en,2 UN Plaza / DC2 – Room 2615,New York,info not available,USA,10017,"2 UN Plaza / DC2 – Room 2615, 10017 New York, USA","Volunteer organizations, Nonprofit organizations, Humanitarian aid organizations, Development agencies",+1 212 906 3639,The United Nations Volunteers programme is a United Nations organization that opens volunteer opportunities and mobilizes volunteers in 150 countries.,The United Nations Volunteers program is a global initiative that mobilizes volunteers to support peace and development efforts in various countries.,info not available
United Nations Volunteers,Professional Organizations,https://www.unv.org/,https://www.linkedin.com/company/united-nations-volunteers,https://www.facebook.com/unvolunteers/,https://twitter.com/unvolunteers?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Volunteer organization, Nonprofit organization, Humanitarian aid organization",info not available,The United Nations Volunteers programme is a United Nations organization that opens volunteer opportunities and mobilizes volunteers in 150 countries.,The United Nations Volunteers (UNV) program is a global initiative that mobilizes volunteers to support peace and development efforts in various countries.,info not available
United Nations Volunteers (UNV),Professional Organizations,https://www.unv.org/,https://www.linkedin.com/company/united-nations-volunteers,https://www.facebook.com/unvolunteers/,https://twitter.com/unvolunteers?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Volunteer organizations, Nonprofit organizations, Humanitarian aid organizations",info not available,The United Nations Volunteers programme is a United Nations organization that opens volunteer opportunities and mobilizes volunteers in 150 countries.,The United Nations Volunteers program mobilizes volunteers to support peace and development efforts globally.,info not available
United Nations Volunteers,Professional Organizations,https://www.unv.org/,https://www.linkedin.com/company/united-nations-volunteers,https://www.facebook.com/unvolunteers/,https://twitter.com/unvolunteers?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Volunteer organization, Nonprofit organization, Humanitarian aid organization",info not available,The United Nations Volunteers programme is a United Nations organization that opens volunteer opportunities and mobilizes volunteers in 150 countries.,The United Nations Volunteers (UNV) program is a global initiative that mobilizes volunteers to support peace and development efforts in various countries.,info not available
United Nations Volunteers (UNV),Professional Organizations,https://www.unv.org/,https://www.linkedin.com/company/united-nations-volunteers,https://www.facebook.com/unvolunteers/,https://twitter.com/unvolunteers?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Volunteer organization, Nonprofit organization, Humanitarian aid organization, Community service organization",info not available,The United Nations Volunteers programme is a United Nations organization that opens volunteer opportunities and mobilizes volunteers in 150 countries.,The United Nations Volunteers (UNV) program mobilizes volunteers to support peace and development efforts globally.,info not available
Royal United Services Institute,think tanks,http://www.rusi.org,http://www.linkedin.com/company/royal-united-services-institute,https://www.facebook.com/RUSI.org,https://twitter.com/RUSI_org,Whitehall,London,England,United Kingdom,SW1A 2,"Whitehall, London, England, United Kingdom, SW1A 2","defence, international security, military, national security, financial crime, technology",'+44 20 7930 5854,Royal United Services Institute,"The Royal United Services Institute (RUSI) is a unique institution, founded in 1831 by the Duke of Wellington, RUSI embodies nearly two centuries of forward thinking, free discussion, and careful reflection on international affairs and defence and security matters.

RUSI is a British institution but operates with an international perspective. Offices in Nairobi and Brussels reinforce our global reach. Over the years, we have amassed an outstanding reputation for quality and objectivity. Our heritage, location at the heart of Whitehall, and extensive networks inside and outside government, give RUSI a unique insight and authority.",1831.0
Royal United Services Institute (RUSI),Research and Development in the Social Sciences and Humanities,https://rusi.org/,https://uk.linkedin.com/company/royal-united-services-institute,https://www.facebook.com/RUSI.org/,https://twitter.com/rusi_org?lang=en,Whitehall,London,info not available,United Kingdom,SW1A 2ET,"RUSI Whitehall, London, SW1A 2ET","Think tank, defense research organization, security studies institute, policy analysis organization",0207 747 2600,info not available,"RUSI is the world's oldest and the UK's leading defense and security think tank, providing insights and analysis on defense and security issues.",info not available
Royal United Services Institute (RUSI),Research and Development in the Social Sciences and Humanities,https://rusi.org/,https://uk.linkedin.com/company/royal-united-services-institute,https://www.facebook.com/RUSI.org/,https://twitter.com/rusi_org?lang=en,Whitehall,London,info not available,United Kingdom,SW1A 2ET,"RUSI Whitehall, London, SW1A 2ET","Think tank, policy research organization, defense research institute, security studies institute",0207 747 2600,info not available,"The Royal United Services Institute (RUSI) is the world's oldest and the UK's leading defense and security think tank, focusing on research and public policy influence.",1831
Royal United Services Institute (RUSI),Research and Development in the Social Sciences and Humanities,https://rusi.org/,https://uk.linkedin.com/company/royal-united-services-institute,https://www.facebook.com/RUSI.org/,https://twitter.com/rusi_org?lang=en,Whitehall,London,info not available,United Kingdom,SW1A 2ET,"Whitehall, London, SW1A 2ET","Think tank, research institute, policy analysis organization, defense research organization",0207 747 2600,info not available,"The Royal United Services Institute (RUSI) is the world's oldest and the UK's leading defense and security think tank, established to inform, influence, and enhance public debate on global security issues.",1831
Royal United Services Institute (RUSI),Research and Development in the Social Sciences and Humanities,https://rusi.org/,https://uk.linkedin.com/company/royal-united-services-institute,https://www.facebook.com/RUSI.org/,https://twitter.com/rusi_org?lang=en,RUSI,London,info not available,United Kingdom,SW1A 2ET,"RUSI, Whitehall, London, SW1A 2ET","Think tank, research institute, policy analysis organization",0207 747 2600,info not available,"The Royal United Services Institute (RUSI) is the world's oldest and the UK's leading defense and security think tank, focusing on research, public policy influence, and fostering debate on global security issues.",1831
Royal United Services Institute (RUSI),Research and Development in the Social Sciences and Humanities,https://rusi.org/,https://uk.linkedin.com/company/royal-united-services-institute,https://www.facebook.com/RUSI.org/,https://twitter.com/rusi_org?lang=en,Whitehall,London,info not available,United Kingdom,SW1A 2ET,RUSI WHITEHALL LONDON SW1A 2ET,"Think tank, defense research institute, security studies organization",0207 747 2600,info not available,"The Royal United Services Institute (RUSI) is the world's oldest and the UK's leading defense and security think tank, established to inform, influence, and enhance public debate on security issues.",1831
United Colors of Benetton India,apparel & fashion,http://www.benetton.com,http://www.linkedin.com/company/united-colors-of-benetton-india,https://www.facebook.com/Benetton,https://twitter.com/benetton,25,Gurugram,Haryana,India,122004,"25, Gurugram, Haryana, India, 122004","accessories, children's clothing, fashion, men's clothing, shopping, women's clothing",'+1 212-593-0290,"Check out the United Colors of Benetton 2024 Collection for Women, Men, Boys, Girls and Baby - Free returns.","Benetton Group is one of the best-known fashion companies in the world, present in the most important markets with a network of about 5,000 stores. A responsible group that plans for the future and lives in the present - with a watchful eye to the environment, to human dignity, and to a society in transformation - the Group has a consolidated identity comprised of colour, authentic fashion, quality at democratic prices and passion for its work. These values are reflected in the strong, dynamic personalities of the United Colors of Benetton brands.

United Colors of Benetton's commitment to social issues has always been a central feature of the brand that, through its communications campaigns and collaborations with leading non-profit organizations, makes the public reflect on social issues of universal relevance.",1965.0
United Colors of Benetton,Fashion and Apparel,https://in.benetton.com/,https://in.linkedin.com/company/united-colors-of-benetton-india,https://www.facebook.com/BenettonIndia/,https://twitter.com/benetton_india?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Women's fashion retail, women's apparel stores, women's clothing boutiques",info not available,Information not available,United Colors of Benetton is a well-established fashion brand with a diverse product range and a strong emphasis on customer engagement and sustainability.,info not available
United Colors of Benetton,Fashion Retail,https://in.benetton.com/,https://in.linkedin.com/company/united-colors-of-benetton-india,https://www.facebook.com/BenettonIndia/,https://twitter.com/benetton_india?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Clothing Retail, Fashion Retail, Apparel Stores",info not available,Information not available,"United Colors of Benetton offers a variety of clothing for men, women, and children, including topwear, bottomwear, dresses, and accessories.",info not available
United Colors of Benetton,Fashion Retail,https://in.benetton.com/,https://in.linkedin.com/company/united-colors-of-benetton-india,https://www.facebook.com/BenettonIndia/,https://twitter.com/benetton_india?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Women's fashion retail, clothing store, apparel retailer",info not available,Information not available,"United Colors of Benetton is a fashion retail company offering a wide range of clothing for women, men, and kids, with a focus on sustainability and customer engagement.",info not available
United Colors of Benetton,Fashion and Apparel,https://in.benetton.com/,https://in.linkedin.com/company/united-colors-of-benetton-india,https://www.facebook.com/BenettonIndia/,https://twitter.com/benetton_india?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Women's fashion retail, Apparel stores, Clothing boutiques",info not available,info not available,"United Colors of Benetton specializes in clothing retail, particularly in women's, men's, and children's fashion.",info not available
United Colors of Benetton,Fashion Retail,https://in.benetton.com/,https://in.linkedin.com/company/united-colors-of-benetton-india,https://www.facebook.com/BenettonIndia/,https://twitter.com/benetton_india?lang=en,info not available,info not available,info not available,info not available,info not available,info not available,"Fashion Retail, Clothing Retail, Apparel Stores",info not available,Information not available,"United Colors of Benetton offers a variety of clothing for men, women, and children, with a significant emphasis on women's apparel.",info not available
Leeds United,sports,http://www.leedsunited.com,http://www.linkedin.com/company/leedsunited,https://www.facebook.com/LeedsUnited,https://twitter.com/lufc,,Leeds,England,United Kingdom,,"Leeds, England, United Kingdom","football, sports, corporate entertainment, conferencing, hospitality, retail, events",'+44 11 3367 6557,"Welcome to the official Leeds United website. All the latest news, features, videos and ticket information from Elland Road","Bremner, Charles, Gray, Hunter, Charlton, Lorimer. Leeds United, since its inception in 1919, has been synonymous with bringing great players, and great football to the turf of Elland Road, winning three First Division  league titles, two Community Shields, two Inter-Cities Fairs Cups, an FA Cup, and a League Cup.",1919.0
Leeds United,Sports (Football/Soccer),https://www.leedsunited.com/en,https://uk.linkedin.com/company/leedsunited,https://www.facebook.com/LeedsUnited/,https://twitter.com/lufc,Elland Road,Leeds,West Yorkshire,England,LS11 0ES,"Elland Road, Leeds, West Yorkshire, LS11 0ES","Professional sports teams, football clubs, soccer teams",+44 (0)871 334 1919,"Welcome to the official Leeds United website. All the latest news, features, videos and ticket information from Elland Road.","Leeds United is a professional football club based in Leeds, West Yorkshire, England, competing in the English Football League.",info not available
Leeds United,Sports (Football/Soccer),https://www.leedsunited.com/en,https://uk.linkedin.com/company/leedsunited,https://www.facebook.com/LeedsUnited/,https://twitter.com/lufc,Elland Road,Leeds,West Yorkshire,England,LS11 0ES,"Elland Road, Leeds, West Yorkshire, LS11 0ES","Professional football club, sports club, soccer team",+44 (0)871 334 1919,"Welcome to the official Leeds United website. All the latest news, features, videos and ticket information from Elland Road.","Leeds United is a professional football club based in Leeds, West Yorkshire, England, competing in the English Football League.",info not available
Leeds United,Sports (Football/Soccer),https://www.leedsunited.com/en,https://uk.linkedin.com/company/leedsunited,https://www.facebook.com/LeedsUnited/,https://twitter.com/lufc,Elland Road,Leeds,West Yorkshire,England,LS11 0ES,"Elland Road, Leeds, West Yorkshire, LS11 0ES","Professional sports teams, football clubs, soccer teams",+44 (0)871 334 1919,"Welcome to the official Leeds United website. All the latest news, features, videos and ticket information from Elland Road.","Leeds United is a professional football club based in Leeds, West Yorkshire, England.",info not available
Leeds United,Sports (Football/Soccer),https://www.leedsunited.com/en,https://uk.linkedin.com/company/leedsunited,https://www.facebook.com/LeedsUnited/,https://twitter.com/lufc,Elland Road,Leeds,West Yorkshire,England,LS11 0ES,"Elland Road, Leeds, West Yorkshire, LS11 0ES","Professional football club, sports team, soccer club",+44 (0)871 334 1919,"Welcome to the official Leeds United website. All the latest news, features, videos and ticket information from Elland Road.","Leeds United is a professional football club based in Leeds, West Yorkshire, England, competing in the English Football League.",info not available
Leeds United,Sports (Football/Soccer),https://www.leedsunited.com/en,https://uk.linkedin.com/company/leedsunited,https://www.facebook.com/LeedsUnited/,https://twitter.com/lufc,Elland Road,Leeds,West Yorkshire,England,LS11 0ES,"Elland Road, Leeds, West Yorkshire, LS11 0ES","Professional sports teams, football clubs, soccer teams",+44 (0)871 334 1919,"Welcome to the official Leeds United website. All the latest news, features, videos and ticket information from Elland Road.","Leeds United is a professional football club based in Leeds, West Yorkshire, England, competing in the English Football League.",info not available
Tusk Practice Sales,info not available,Unclassified Establishments,https://tuskpracticesales.com/,https://www.linkedin.com/company/tuskpracticesales,https://www.facebook.com/TuskPracticeSales/,info not available,info not available,info not available,info not available,info not available,info not available,info not available,info not available,info not available,Information not available,info not available,info not available,Information not available,2022
