Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score
United States Senate,United States Senate,Cold,,4600,legislative office,ars@moative.com,http://www.senate.gov,http://www.linkedin.com/company/ussenate,https://www.facebook.com/SenJackyRosen/,https://twitter.com/SenJackyRosen,1 1st St SE,Washington,District of Columbia,United States,20003,"1 1st St SE, Washington, District of Columbia, United States, 20003",,'+1 202-224-3121,,"Akamai, Akamai DNS, Microsoft Office 365, Gmail, Google Apps, Drupal, WordPress.org, Google translate API, Gravity Forms, Webtrends, Multilingual, Vimeo, Ruxit, Cornerstone On Demand, MailChimp, Olark, Typekit, Google Maps, Google Font API, Mobile Friendly, Apache, JQuery 1.11.1, Adobe Coldfusion, AddThis, Google Plus, Google Tag Manager, Bootstrap Framework, reCAPTCHA, Google Maps (Non Paid Users), Facebook Like Button, Gunicorn, Microsoft-IIS, YouTube, Google Analytics, Facebook Login (Connect), Adobe Media Optimizer, JW Player, Django, Shutterstock, ASP.NET, Facebook Comments, AngularJS, SoundCloud, Eventbrite, Google translate widget, Flickr API, Facebook Widget, Remote",,,,,24767000,,66c598d7d607340001006560,8600,"The United States Senate is a legislative chamber in the bicameral legislature of the United States of America, and together with the U.S. House of Representatives makes up the U.S. Congress. First convened in 1789, the composition and powers of the Senate are established in Article One of the U.S. Constitution. Each U.S. state is represented by two senators, regardless of population, who serve staggered six-year terms. The chamber of the United States Senate is located in the north wing of the Capitol, in Washington, D.C., the national capital. The House of Representatives convenes in the south wing of the same building.

The Senate has several exclusive powers not granted to the House, including consenting to treaties as a precondition to their ratification and consenting to or confirming appointments of Cabinet secretaries, federal judges, other federal executive officials, military officers, regulatory officials, ambassadors, and other federal uniformed officers, as well as trial of federal officials impeached by the House. The Senate is widely considered to be both a more deliberative and more prestigious body than the House of Representatives, due to its longer terms, smaller size, and statewide constituencies, which historically led to a more collegial and less partisan atmosphere.

This page is managed by the Senate Employment Office.",1789,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bfd94841371a0001699585/picture,,,,
United States Marine Corps,United States Marine Corps,Cold,,88000,military,ars@moative.com,http://www.marines.mil,http://www.linkedin.com/company/marines,https://facebook.com/marines,https://twitter.com/usmc,1254 Charles Morris St SE,Washington,District of Columbia,United States,20374-5124,"1254 Charles Morris St SE, Washington, District of Columbia, United States, 20374-5124",warfighting,'+1 703-614-1837,The official website of the United States Marine Corps,"Akamai, Facebook Widget, iTunes, JW Player, Facebook Login (Connect), YouTube, Vimeo, reCAPTCHA, Google Tag Manager, Google Play, Google Analytics, Mobile Friendly, DotNetNuke, WordPress.org, Google Font API, Bootstrap Framework, Remote",,,,,99990000000,,66c598d7d607340001006566,,"The United States Marine Corps (USMC) is a branch of the United States Armed Forces responsible for providing power projection, using the mobility of the United States Navy, by Congressional mandate, to deliver rapidly, combined-arms task forces on land, at sea, and in the air. The U.S. Marine Corps is one of the four armed service branches in the U.S. Department of Defense (DoD) and one of the seven uniformed services of the United States.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c410325da4da000141e448/picture,,,,
United Medical Dubai,United Medical Dubai,Cold,,26,hospital & health care,ars@moative.com,http://www.unitedmedical.ae,http://www.linkedin.com/company/united-medical-center-llc,https://www.facebook.com/UnitedMedicalUAE/,https://twitter.com/unitedmedical_,مدينة دبي الطبية,Dubai,Dubai,United Arab Emirates,,"مدينة دبي الطبية, Dubai, Dubai, United Arab Emirates","cardiology, family physician, pulmonology, sleep medicine, neurology, plastic surgeons, aesthetic, anti aging medicine, general bariatric surgeon, orthopedic surgeon, ophthalmologist, radiologist, psychiatrist, obsterician, gynecologist, dietician, gastroentrologist, prosthodontist, orthodontist, pediatric dentist, oral, maxillofacial surgeon",'+971 4 370 8888,"We are the best Family Medicine Clinic in Dubai, UAE. We take care of your immunization, family planning, diabetes, thyroid, blood pressure & hyp","Outlook, Microsoft Office 365, WordPress.org, Mobile Friendly, Nginx, Google Tag Manager, Google Analytics, Bootstrap Framework, Reviews, SAP",,,,,,,66c598d7d607340001006569,,"United Medical Center is a truly Emirati outpatient facility located at Wafi Mall, Dubai. We combine expertise and cutting-edge technology to bring patients international quality healthcare across a range of specialized fields including: Family Medicine, Cardiology, Pediatrics, Obstetrics and Gynecology, Internal Medicine, Gastroenterology, Pulmonology, Neurology, Ophthalmology, Radiology, Urology,Psychiatry and various types of general/plastic Surgery and Dentistry.
United Medical Center is a unique concept in healthcare started by twelve UAE national physicians. Created by the people for the people. It is the first medical center that draws inspiration from our great nation.
The United Arab Emirates serves as a testament to the power of collaboration. More than 40 years ago, the seven Emirates united to change the lives of the people who lived here. Today, Dubai, led by His Highness Sheikh Mohammed bin Rashid Al Maktoum, is a shining example of the excellence that determination and passion can achieve. Our dedicated physicians and support staff work to be part of this vision.",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66b6d1fe86429f00011bff46/picture,,,,
Manchester United,Manchester United,Cold,,4900,sports,ars@moative.com,http://www.manutd.com,http://www.linkedin.com/company/manchester-united,https://www.facebook.com/manchesterunited ,https://twitter.com/ManUtd,Sir Matt Busby Way,Stretford,England,United Kingdom,M16 0RA,"Sir Matt Busby Way, Stretford, England, United Kingdom, M16 0RA",,'+44 161 868 8000,"The official Manchester United website with news, fixtures, videos, tickets, live match coverage, match highlights, player profiles, transfers, shop and more","Akamai, CSC Corporate Domains, Amazon SES, Mailchimp Mandrill, Rackspace MailGun, Sendgrid, Outlook, Microsoft Office 365, Salesforce, Zendesk, Amazon AWS, Taboola Newsroom, TripleLift, ExactTarget, Angular JS v1, Facebook Widget, Ad Unit 728 x 90, Facebook Custom Audiences, DoubleClick, ASP.NET, iGoDigital, Disqus, The Trade Desk, Gigya Registration, Unruly Media, Twitter Advertising, Akamai RUM, Facebook Login (Connect), Bootstrap Framework, Google Tag Manager, Ooyala, Dotomi, Qualtrics, Gettyimages, Adobe Media Optimizer, Linkedin Marketing Solutions, SOASTA, YouTube, Google Font API, Zencoder, Adform, Cedexis Radar, Vimeo, AddThis, Sojern, Paypal, Google AdSense, Ad Unit 320 x 50, Stripe, Google Play, Mobile Friendly, DoubleClick Conversion, Google Analytics, Typekit, Google Dynamic Remarketing, Adara, DoubleClick Floodlight, Google AdWords Conversion, reCAPTCHA, Ad Unit 300 x 250, Gigya, AppNexus, Bing Ads, Hotjar, Omniture (Adobe), Visa Checkout, Remote, Discord",1603575000,Other,1587075000,2023-12-01,110800000,,66c598d7d60734000100656a,7900,"Manchester United is one of the most popular and successful sports teams in the world, playing one of the most popular spectator sports on Earth. Through our 135-year heritage we have won 61 trophies, enabling us to develop the world's leading sports brand and a global community of 1.1 billion followers. Our large, passionate community provides Manchester United with a worldwide platform to generate significant revenue from multiple sources, including sponsorship, merchandising, product licensing, new media & mobile, broadcasting and match day.",1878,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bf85aafa79690001c42543/picture,,,,
United Real Estate Company (URC),United Real Estate Company,Cold,,450,real estate,ars@moative.com,http://www.urc.com.kw,http://www.linkedin.com/company/united-real-estate-company,, https://twitter.com/urc_kwt,Khalid Ibn Al Waleed Street,Al Kuwayt,Al Asimah Governate,Kuwait,,"Khalid Ibn Al Waleed Street, Al Kuwayt, Al Asimah Governate, Kuwait",,'+965 1805 225,"United Real Estate Company K.S.C.P. (URC) is the top full-service realtor in Kuwait and the MENA region, offering commercial & residential real estate services.","Outlook, Microsoft Office 365, Bootstrap Framework, Google Tag Manager, Mobile Friendly, ASP.NET, Remote, AI",,,,,10000000,,66c598d7d60734000100656c,6500,"United Real Estate Company. K.S.C.P (URC) is one of the leading real estate developers in Kuwait and the MENA region, with consolidated assets of KD 596 million (US$ 1.95 Billion) as of 31 March 2022. Headquartered in Kuwait, URC was founded in 1973 and was listed on the Kuwait Stock Exchange in 1984.
 
URC primarily operates through a number of operating subsidiaries and investment arms across the MENA region. URC's core business is real estate development and operations and enjoys a diversified portfolio of assets that include retail complexes, hotels, residential properties, and high-rise office buildings.
 
URC's operations extend to construction and contracting services, facility management, and project management through its several subsidiaries. URC's portfolio of assets are geographically spread throughout the MENA region such as Marina World, Marina Hotel, and KIPCO Tower in Kuwait, Salalah Gardens Mall & Residences in Oman, Abdali Mall in Jordan, Raouche View 1090 in Lebanon, Hilton Cairo Heliopolis & Waldorf Astoria Hotels, and Aswar Residences in Egypt, and Assoufid development including a golf resort, five-star hotel, and premium residences in Morocco.
 
URC is the real estate arm of its majority shareholder, Kuwait Projects Company – Holding (KIPCO Group), one of the biggest holding companies in the Middle East and North Africa, with consolidated assets of US$ 33.2 billion as of 30 June 2021. The Group has significant ownership interests in over 60 companies operating across 24 countries. The Group's main business sectors are financial services, media, real estate, and manufacturing. Through its core companies, subsidiaries, and affiliates, KIPCO also has interests in the education and medical sectors.",1973,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c29b9e5c86fb00012262f4/picture,,,,
United Technologies,United,Cold,,3500,aviation & aerospace,ars@moative.com,,http://www.linkedin.com/company/united-technologies,https://www.facebook.com/rtxcorporation/,,10 Farm Springs Road,Farmington,Connecticut,United States,6032,"10 Farm Springs Road, Farmington, Connecticut, United States, 06032","aerospace, defense & aviation",'+1 860-728-7000,,"Salesforce, ServiceNow, Microsoft Office 365, CloudFlare Hosting, MailChimp SPF, Ooyala, Bootstrap Framework, Drupal, ADP, Amazon SES, Atlassian Cloud, Mapbox, Remote, Sigma",,,,,75500000000,,66c598d7d607340001006572,,United Technologies has merged with Raytheon to form Raytheon Technologies.,2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bec4308ff7ae000104a9e9/picture,,,,
United Energy Pakistan,United Energy Pakistan,Cold,,1600,oil & energy,ars@moative.com,http://www.uep.com.pk,http://www.linkedin.com/company/united-energy-pakistan,https://www.facebook.com/UnitedEnergyPakistanLimited/,,,Karachi,Sindh,Pakistan,,"Karachi, Sindh, Pakistan",,'+92 21 35611194,The largest foreign oil and gas exploration and production (E&P) company in Pakistan,"Outlook, Microsoft Office 365, Bootstrap Framework, reCAPTCHA, Google Font API, WordPress.org, Google Tag Manager, Mobile Friendly, Remote",,,,,150000000,,66c598d7d607340001006574,,"United Energy Pakistan (UEP) is Pakistan's leading foreign exploration and production company. UEP is a subsidiary of the United Energy Group (UEG), an international energy company. UEG is listed on the Hong Kong Stock Exchange and has operations in Pakistan, Iraq and Egypt. 

UEP's history dates back more than four decades, and the business has witnessed a change in ownership a number of times from UTP to ARCO and subsequently BP. In 2011, UEG acquired control of this asset from BP, ushering in a new era of growth for the company. Backed by UEG's technical and financial support, UEP has emerged as the leading foreign producer and investor in Pakistan's upstream oil and gas sector. 

UEP's parent company has also invested in the renewable energy sector. UEPW owns and operates a 99 MW wind energy project in the Jhimpir wind corridor of the Sindh province.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bc297960560400010c1024/picture,,,,
United Launch Alliance (ULA),United Launch Alliance,Cold,,3300,defense & space,ars@moative.com,http://www.ulalaunch.com,http://www.linkedin.com/company/ulalaunch,https://facebook.com/ulalaunch,https://twitter.com/ulalaunch,,Englewood,Colorado,United States,80155,"Englewood, Colorado, United States, 80155","assured access to space, rocket launch, engineering, space launch, rocket science",'+1 720-922-7100,,"Route 53, Amazon AWS, Hubspot, Google Tag Manager, Mobile Friendly, Bootstrap Framework, Google Font API, ASP.NET, Google Analytics, Google Play, Kenexa, Microsoft-IIS, YouTube, Remote",38250000,Other,24350000,2021-10-02,1800000000,,66c598d8d6073400010065bc,3821,"All rockets are not created equal. ULA is the nation's most experienced, reliable and accurate launch service provider delivering unmatched value, a tireless drive to improve, and commitment to the extraordinary. Vulcan's inaugural launch marked the beginning of a new era of space capabilities and provides higher performance and greater affordability while offering the world's only high energy architecture rocket to deliver any payload, at any time, to any orbit.",2006,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bf1a473d1d320001a3b7f3/picture,,,,
United States Marshals Service,United States Marshals Service,Cold,,1500,law enforcement,ars@moative.com,http://www.usmarshals.gov,http://www.linkedin.com/company/united-states-marshals-service,https://www.facebook.com/USMSHQ,https://twitter.com/usmarshalshq,1215 S Clark St,Arlington,Virginia,United States,22202,"1215 S Clark St, Arlington, Virginia, United States, 22202",,'+1 202-307-9100,"The U.S. Marshals Service was the first federal law enforcement agency in the United States, enforcing the federal courts. Duties include protecting the federal","Akamai, Cloudflare DNS, Amazon AWS, Microsoft Office 365, Citrix NetScaler, Amazon SES, Mobile Friendly, Nginx, New Relic, Google Analytics, Bootstrap Framework, Vimeo, Google Font API, Google Tag Manager, WordPress.org, Ruby On Rails, Ruxit, Google AdSense, Sigma",,,,,2000000000,,66c598d8d6073400010065c1,7200,"Approximately 4,000 U.S. Marshals and Deputy U.S. Marshals form the backbone of the United States Marshals Service, an agency that has served the United States since 1789. The U.S. Marshals Service serves as the enforcement arm of the federal courts and is involved in virtually every federal law enforcement initiative. The Marshals' duties include protecting the federal judiciary, apprehending federal fugitives, housing and transporting federal prisoners, managing and selling seized assets acquired by criminals through illegal activities, and operating the Witness Security Program. The Marshals perform all these roles by coordinating efforts with other federal, state and local law enforcement agencies. This cooperation has been a cornerstone of the Marshals Service since its inception. The agency's headquarters is located in Arlington, VA, and provides support to 94 district offices across the country, including the District of Columbia, the Commonwealth of Puerto Rico and three territories of the United States -- the Virgin Islands, Guam and the Northern Mariana Islands.",1789,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bf4246f2a8910001a0f065/picture,,,,
UnitedHealth Group,UnitedHealth Group,Cold,,440000,hospital & health care,ars@moative.com,http://www.unitedhealthgroup.com,http://www.linkedin.com/company/unitedhealth-group,https://www.facebook.com/unitedhealthgroup/,https://twitter.com/UnitedHealthGrp,4425 E Cotton Center Blvd,Phoenix,Arizona,United States,85040-8854,"4425 E Cotton Center Blvd, Phoenix, Arizona, United States, 85040-8854","health care information technology, mobile health, pets, veterinary, health care, wellness & health management, retiree solutions, information technology",'+1 800-328-5979,UnitedHealth Group helps people live healthier lives and helps make the health system work better for everyone.,"Microsoft Office 365, CSC Corporate Domains, Cloudflare DNS, Taleo, OneTrust, Create React App, iCIMS, Adobe Marketing Cloud, Omniture (Adobe), Salesforce, Adobe CQ, VueJS, Atlassian Cloud, Zendesk, React Redux, Yahoo Ad Manager Plus, Vimeo, Google Maps, WordPress.org, New Relic, Qualtrics, Facebook Login (Connect), ON24, Adobe Media Optimizer, SiteScout, Google Font API, Simpli.fi, Zencoder, Google AdWords Conversion, Sizmek (MediaMind), Typekit, Linkedin Marketing Solutions, Shutterstock, Nginx, iPerceptions, Google Dynamic Remarketing, Google Analytics, Mobile Friendly, Google Play, Stripe, ShareThis, Gigya, Disqus, Kaltura, DoubleClick, Bootstrap Framework, Facebook Widget, Facebook Custom Audiences, Google AdSense, YouTube, AppNexus, BugHerd, DoubleClick Conversion, DoubleClick Floodlight, Cedexis Radar, Twitter Advertising, Google Tag Manager, Litmos, Remote, AI",,,,,287597000000,,66c598d8d6073400010065cd,8000,UnitedHealth is a Minnesota-based managed healthcare company that provides services such as Medicare plans and health insurance products for individuals and businesses.,1980,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bc458b33deba00015ce216/picture,,,,
"FIFA World Cup 2026™ - Canada, Mexico and the United States",FIFA World Cup 2026™,Cold,,360,sports,ars@moative.com,http://www.2026worldcupnorthamerica.com,http://www.linkedin.com/company/fifa-world-cup-2026-united-north-america-canada-usa-mexico,,,,,,,,,,,,"Apache, Google Tag Manager, Google Font API, Mobile Friendly, Google AdSense, Google Analytics, DoubleClick, WordPress.org, Android",,,,,,,66c598d8d6073400010065d3,,"The FIFA World Cup 26™ will be 23rd edition of the tournament - the first to feature 48 teams and three host countries: Canada, Mexico and the United States.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bec03f219c0f000167f368/picture,,,,
United Nations Opportunities,United Nations Opportunities,Cold,,5,nonprofit organization management,ars@moative.com,http://www.agrictechopportunities.com,http://www.linkedin.com/company/united-nations-opportunities,https://www.facebook.com/profile.php,https://twitter.com/AgricTech1,New York Avenue,Los Gatos,California,United States,95030,"New York Avenue, Los Gatos, California, United States, 95030","4 march, scholarships, internships, united nations, undp, unicef, international organizations, fruit picking jobs, visa sponsorship",,,"Apache, PubMatic, Shutterstock, Google Custom Search, WordPress.org, Workday Recruit, Google AdSense, Mobile Friendly, Media.net, Google Font API, Google Tag Manager, DoubleClick",,,,,,,66c598d8d6073400010065d9,,"United Nations Opportunities Provides Authentic jobs from all the United Nations And International Organizations and provides job seekers completely free access to all jobs in a single platform. It is an independent and unaffiliated job site. Jobs are compiled from, and/or directly posted by the UN and international organizations. United Nations Opportunities do not own the jobs.  It is not an official service of the United Nations or other international organizations.

Please note that the UN and international organizations DO NOT charge a fee at any stage of the recruitment process.",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ab59b00323c700012e1bdd/picture,,,,
United Talent Agency,United Talent Agency,Cold,,2300,entertainment,ars@moative.com,http://www.unitedtalent.com,http://www.linkedin.com/company/unitedtalent,https://facebook.com/UnitedTalent/,https://twitter.com/unitedtalent,9336 Civic Center Drive,Beverly Hills,California,United States,90210,"9336 Civic Center Drive, Beverly Hills, California, United States, 90210","games, consumer internet, internet, information technology, talent representation & entertainment",'+1 310-273-6700,,"Route 53, Microsoft Office 365, Amazon AWS, VueJS, Atlassian Cloud, Netlify, React Redux, Datadog, Salesforce, Google Font API, Mobile Friendly, Workday Recruit, Google Analytics, Intercom, Typekit, Shopify, Shutterstock, Vimeo, Google Tag Manager, Hotjar",,Private Equity,,2022-07-01,200000000,,66c598d7d6073400010064fa,"7380, 8742","UTA unites ideas, opportunities and talent. The company represents some of the world's most iconic, barrier-breaking artists, creators and changemakers—from actors, athletes and musicians to writers, gamers and digital influencers. One of the most influential companies in global entertainment, UTA's business spans talent representation and content production, as well as strategic advisory and marketing work with some of the world's biggest brands. UTA is headquartered in Los Angeles with offices in Atlanta, Chicago, Nashville, New York and London.",1991,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c50279ec6e2c00016f5ca4/picture,,,,
"United Surgical Partners International, Inc",United Surgical Partners International,Cold,,2300,hospital & health care,ars@moative.com,http://www.uspi.com,http://www.linkedin.com/company/united-surgical-partners-international-inc,https://facebook.com/UnitedSurgicalPartners/,https://twitter.com/United_Surgical,14201 Dallas Pkwy,Dallas,Texas,United States,75254,"14201 Dallas Pkwy, Dallas, Texas, United States, 75254",,'+1 972-713-3500,,"Microsoft Office 365, CloudFlare Hosting, Google Dynamic Remarketing, SilkRoad, BugHerd, DoubleClick Conversion, Google Analytics, DoubleClick Floodlight, Mobile Friendly, Google Tag Manager, DoubleClick, Remote",,,,,3200000000,,66c598d7d607340001006503,8000,"United Surgical Partners International (USPI), a subsidiary of Tenet Healthcare Corporation (NYSE: THC), operates the largest ambulatory platform in the country. With more than 480+ facilities across the United States, the company serves patients in ambulatory surgery centers and surgical hospitals. For more information, please visit www.uspi.com.

USPI's mission is simple, but the gravity of it is profound. We care for every patient and their family as if they were our own. Each patient, each family, each and every time.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/669b43cd47f8420001ff661e/picture,,,,
United Sol,United Sol,Cold,,140,information technology & services,ars@moative.com,http://www.unitedsol.net,http://www.linkedin.com/company/unitedsol-pvt-ltd,https://web.facebook.com/unitedsol.net/,https://twitter.com/unitedsol,N-9 Street,New Delhi,Delhi,India,110042,"N-9 Street, New Delhi, Delhi, India, 110042","website design, web development, custom web application, ecommerce, open source customization, online marketing, hire a dedicted developer, database developement, mobile app development, seo, smm, branding",'+92 51 8442246,"United Sol is a reliable web development company in Islamabad, Pakistan offers top-quality website design and development services to businesses.","Cloudflare DNS, Gmail, Google Apps, Google Analytics, Facebook Login (Connect), WordPress.org, Mobile Friendly, Facebook Widget, Disqus, Google Tag Manager, Segment.io, Google Font API, Vimeo, Nginx, reCAPTCHA, , Magento",,,,,41160000,,66c598d7d607340001006504,"7373, 7371","UnitedSol is a Premium Website Design, Web Development Company. It specializes in Custom Web development, best-in-class website design, Online marketing, Search Engine Optimization and E-Commerce specifically in Shopify, WooCommerce, Magento, and PrestaShop technologies. UnitedSol features a team of dedicated web developers, creative designers, programmers and marketing professionals that know how to get the best results.

Its the business-driven approach that separates the company from ordinary web design companies. For the past 15 years, the company has earned repute in creating outstanding solutions that resulted in return on investment more than our clients have ever expected. If you are serious about your website design success, give them a try and they will come up with excellence at par. Let them exceed and extend your creative ideas with their unparalleled and industry-rich expertise. 

Thinking above and beyond, practically creative designs, attention to detail, competitive prices and going ultra wires in professional excellence are some of the key traits United Sol is recognized for. With hands-on experience in the core web technologies like PHP and MySQL, you are served with the latest and innovation solutions like omni-channel integration for headless eCommerce. Need to discuss a project? Head straight to inbox and meet our expert. You are going to love the way we listen to every minute detail of your project and come up with the most sought-after solutions.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c543c160888e0001b1ea0b/picture,,,,
United States Attorneys'​ Offices,United States Attorneys'​ Offices,Cold,,7500,law practice,ars@moative.com,,http://www.linkedin.com/company/usattorneys,https://www.facebook.com/DOJ,http://www.twitter.com/TheJusticeDept,950 Pennsylvania Avenue Northwest,Washington,District of Columbia,United States,20530,"950 Pennsylvania Avenue Northwest, Washington, District of Columbia, United States, 20530",,'+1 202-514-2000,,"Akamai, Microsoft Office 365, New Relic, Mobile Friendly, Drupal, Google Font API, Google Analytics, Nginx",,,,,,,66c598d7d607340001006549,,"The United States Attorneys serve as the nation's principal litigators under the direction of the Attorney General. There are 93 United States Attorneys stationed throughout the United States, Puerto Rico, the Virgin Islands, Guam, and the Northern Mariana Islands.
 
United States Attorneys are appointed by, and serve at the discretion of, the President of the United States, with advice and consent of the United States Senate.
 
One United States Attorney is assigned to each of the judicial districts, with the exception of Guam and the Northern Mariana Islands where a single United States Attorney serves in both districts. Each United States Attorney is the chief federal law enforcement officer of the United States within his or her particular jurisdiction.",1789,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66b15312b761de0001c4f60a/picture,,,,
United Living Group,United Living Group,Cold,,1300,construction,ars@moative.com,http://www.unitedliving.co.uk,http://www.linkedin.com/company/united-living-group,,https://twitter.com/unitedlivinggrp,Azalea Drive,Cheltenham,England,United Kingdom,GL51 3,"Azalea Drive, Cheltenham, England, United Kingdom, GL51 3","construction, housing, energy, infrastructure, property services, sustainability, social value, engineering",'+44 13 2266 5522,"Work with specialists in infrastructure services, property services and new homes with the United Living expert team.","Rackspace MailGun, Outlook, Microsoft Office 365, Mobile Friendly, Varnish, Nginx, Google Maps (Non Paid Users), Vimeo, Typekit, Bootstrap Framework, Google Analytics, Google Tag Manager, Google Maps, Apache, reCAPTCHA, WordPress.org, Shutterstock, ASP.NET, Remote",,,,,1018424000,,66c598d7d60734000100654b,,"Creating a connected, sustainable future. 

United Living is a leading infrastructure, construction, and property services company in the UK. Our mission is to be the partner and employer of choice for designing, building, maintaining, and connecting communities and critical infrastructure, to create a more sustainable and inclusive society.

We employ over 1300 people and work with a broad range of public and private sector clients. Whilst our scale gives us the ability to deliver significant projects, we pride ourselves on our agility. We work collaboratively with our customers, stakeholders, and supply chain to provide solutions that support the growth and improvement of local communities and infrastructure.

Everything we do is about moving safely and innovatively towards a sustainable future for our people, our business, our customers, and the communities we operate in.

We believe that together we achieve more.",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c3105c0768ef000120a360/picture,,,,
United Bank for Africa - Uganda,United Bank for Africa,Cold,,440,banking,ars@moative.com,http://www.ubauganda.com,http://www.linkedin.com/company/uba-uganda,https://www.facebook.com/UBAUganda/,https://twitter.com/UBAUganda,Jinja Road,Kampala,Central Region,Uganda,,"Jinja Road, Kampala, Central Region, Uganda",,'+256 800 100030,UBA is Africa's best and most resilient bank with operations in 20 African countries and offices in three global financial centers.,"Mailchimp Mandrill, Outlook, MailChimp SPF, Microsoft Office 365, Facebook Conversion Tracking, Freshdesk, React Redux, Google translate API, DoubleClick Conversion, Ubuntu, Facebook Custom Audiences, Google Maps, Apache, WordPress.org, Mobile Friendly, Google Font API, Multilingual, Facebook Login (Connect), Lotame, Linkedin Marketing Solutions, Google Tag Manager, Google Play, Google Dynamic Remarketing, Twitter Advertising, DoubleClick, Facebook Widget, SoundCloud, Google Maps (Non Paid Users), Bootstrap Framework, Google translate widget, RTB House, Vimeo, Google Analytics, YouTube, Shutterstock, AT Internet, ShareThis, Adobe Media Optimizer, Google Plus, Cedexis Radar, Google AdSense, AdPilot, Incapsula, Remote",,,,,,,66c598d7d607340001006554,,,2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6694bfd66ae7a900011fc4c2/picture,,,,
Nesma United Industries,Nesma United Industries,Cold,,2500,construction,ars@moative.com,http://www.nesmaunitedindustries.com,http://www.linkedin.com/company/nesmaunitedindustries,,,شارع الأمير عبد الإله,Al Khobar,Eastern Province,Saudi Arabia,,"شارع الأمير عبد الإله, Al Khobar, Eastern Province, Saudi Arabia","facility managment, technichal & security systems, catering, business ventures, trading of building material, industrial contracting, security services, technical systems, landscape, irrigation",,"Nesma is a privately owned company with a robust business portfolio across multiple sectors in Saudi Arabia and a presence in the UAE and Egypt. These sectors include construction; power and electrical; oil and gas; real estate and property management; hospitality and tourism; operation and maintenance; port, marine and shipping services; aviation and logistics; and telecommunication and IT. -","Oracle SPF, Gmail, Outlook, Google Apps, Bootstrap Framework, Mobile Friendly, Hotjar, reCAPTCHA, Google Analytics, Google Font API, Google Tag Manager, Yandex Metrica, Remote",,,,,1900000000,,66c598d7d60734000100656b,,"Nesma United Industries, a wholly-owned subsidiary of Nesma Holding, was established in 2004 as the support Services Provider for the Nesma Group of companies.

 With its Headquarters in Al-Khobar Saudi Arabia, Nesma United Industries provides high quality services in diverse sectors.

Nesma United Industries operates through Strategic Business Divisions with activities in various segments of the industry. 

Our Company's core business activities are as follows: 
•	Construction
•	Facility Management
•	Technical Systems
•	Industrial Catering
•	Banqueting
•	Events Management
•	Business Ventures
•	Industrial Security
•	Travel & Tourism
•	Trading of Building Material",2004,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c08f083a9a5c0001fca7b2/picture,,,,
Nesma United Industries,Nesma United Industries,Cold,,2400,construction,ars@moative.com,,http://www.linkedin.com/company/nesma-trading,,,,Al Khobar,Eastern Province,Saudi Arabia,34427,"Al Khobar, Eastern Province, Saudi Arabia, 34427","event managment, technichal & security systems, security services, industrial contracting, facility managment, business ventures, travel & tourism, catering, trading of building material, construction",'+966 13 829 8200,,"Amazon AWS, Google AdSense, Mobile Friendly, Remote, AI",,,,,,,66c598d8d6073400010065b7,,"Nesma United Industries, a wholly-owned subsidiary of Nesma Holding, was established in 2004 as the support Services Provider for the Nesma Group of companies.

 With its Headquarters in Al-Khobar Saudi Arabia, Nesma United Industries provides high quality services in diverse sectors.

Nesma United Industries operates through Strategic Business Divisions with activities in various segments of the industry. 

Our Company's core business activities are as follows: 
•	Construction
•	Facility Management
•	Technical Systems
•	Industrial Catering
•	Banqueting
•	Events Management
•	Business Ventures
•	Industrial Security
•	Travel & Tourism
•	Trading of Building Material",2004,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/655a81957f8fe60001b1c0ce/picture,,,,
